x,y,demand,open,close,servicetime,drone_serve,time
100.0,100.0,0.0,0.0,3213.0,0.0,1,0.0
67.0,127.0,21.0,51.0,291.0,10.0,0,5.04
75.0,134.0,16.0,49.0,289.0,10.0,0,5.08
101.0,127.0,31.0,27.0,267.0,10.0,0,14.26
83.0,112.0,28.0,20.0,260.0,10.0,0,14.57
84.0,81.0,11.0,24.0,264.0,10.0,0,15.75
130.0,149.0,17.0,174.0,414.0,10.0,0,22.12
78.0,72.0,9.0,35.0,275.0,10.0,1,33.91
149.0,103.0,17.0,76.0,316.0,10.0,0,36.21
118.0,139.0,13.0,52.0,292.0,10.0,0,49.0
85.0,164.0,23.0,143.0,383.0,10.0,0,67.73
103.0,25.0,2.0,222.0,462.0,10.0,1,90.1
180.0,66.0,13.0,270.0,510.0,10.0,0,146.45
149.0,176.0,16.0,242.0,482.0,10.0,0,156.54
112.0,174.0,20.0,220.0,460.0,10.0,0,167.37
90.0,4.0,22.0,353.0,593.0,10.0,0,174.91
81.0,183.0,11.0,286.0,526.0,10.0,0,180.63
186.0,149.0,25.0,322.0,562.0,10.0,0,240.44
172.0,161.0,6.0,415.0,655.0,10.0,1,260.23
155.0,17.0,32.0,325.0,565.0,10.0,0,270.27
62.0,15.0,29.0,295.0,535.0,10.0,0,286.74
39.0,151.0,26.0,387.0,627.0,10.0,0,301.98
172.0,186.0,35.0,382.0,622.0,10.0,0,341.4
12.0,131.0,28.0,480.0,720.0,10.0,0,354.52
138.0,72.0,8.0,508.0,748.0,10.0,1,356.74
26.0,41.0,14.0,512.0,752.0,10.0,0,416.94
191.0,124.0,7.0,541.0,781.0,10.0,1,424.26
129.0,176.0,18.0,520.0,760.0,10.0,0,434.75
86.0,69.0,14.0,643.0,883.0,10.0,0,463.94
145.0,71.0,10.0,670.0,910.0,10.0,1,505.37
135.0,171.0,27.0,594.0,834.0,10.0,0,506.57
184.0,110.0,23.0,664.0,904.0,10.0,0,530.08
58.0,19.0,10.0,667.0,907.0,10.0,1,536.24
191.0,138.0,2.0,629.0,869.0,10.0,1,541.27
28.0,127.0,24.0,740.0,980.0,10.0,0,564.32
8.0,89.0,13.0,772.0,1012.0,10.0,0,625.39
97.0,192.0,23.0,718.0,958.0,10.0,0,679.08
45.0,95.0,15.0,744.0,984.0,10.0,0,680.2
124.0,191.0,24.0,725.0,965.0,10.0,0,707.06
53.0,175.0,28.0,753.0,993.0,10.0,0,732.08
113.0,100.0,5.0,861.0,1101.0,10.0,1,761.06
100.0,144.0,17.0,936.0,1176.0,10.0,0,766.62
46.0,40.0,15.0,949.0,1189.0,10.0,0,823.94
168.0,146.0,19.0,952.0,1192.0,10.0,0,836.93
150.0,26.0,16.0,1035.0,1275.0,10.0,0,875.43
