x,y,demand,open,close,servicetime,drone_serve,time
100.0,100.0,0.0,0.0,3213.0,0.0,1,0.0
83.0,112.0,28.0,41.0,126.0,10.0,0,5.47
78.0,72.0,9.0,99.0,185.0,10.0,1,20.48
67.0,127.0,21.0,110.0,232.0,10.0,0,27.99
84.0,81.0,11.0,31.0,168.0,10.0,0,30.32
101.0,127.0,31.0,74.0,143.0,10.0,0,37.25
149.0,103.0,17.0,158.0,234.0,10.0,0,40.3
75.0,134.0,16.0,110.0,227.0,10.0,0,79.97
118.0,139.0,13.0,119.0,225.0,10.0,0,108.13
149.0,176.0,16.0,294.0,429.0,10.0,0,149.74
112.0,174.0,20.0,277.0,403.0,10.0,0,155.89
103.0,25.0,2.0,244.0,439.0,10.0,1,158.55
85.0,164.0,23.0,207.0,318.0,10.0,0,186.05
180.0,66.0,13.0,355.0,424.0,10.0,0,208.25
130.0,149.0,17.0,238.0,350.0,10.0,0,232.86
81.0,183.0,11.0,357.0,455.0,10.0,0,274.41
155.0,17.0,32.0,362.0,529.0,10.0,0,302.55
62.0,15.0,29.0,362.0,468.0,10.0,0,325.23
90.0,4.0,22.0,421.0,526.0,10.0,0,326.61
186.0,149.0,25.0,359.0,525.0,10.0,0,350.55
12.0,131.0,28.0,528.0,671.0,10.0,0,366.49
39.0,151.0,26.0,434.0,581.0,10.0,0,386.43
172.0,186.0,35.0,468.0,537.0,10.0,0,422.6
172.0,161.0,6.0,508.0,562.0,10.0,1,441.18
129.0,176.0,18.0,591.0,690.0,10.0,0,443.56
138.0,72.0,8.0,570.0,685.0,10.0,1,490.92
191.0,124.0,7.0,638.0,684.0,10.0,1,501.31
191.0,138.0,2.0,669.0,828.0,10.0,1,542.64
26.0,41.0,14.0,569.0,696.0,10.0,0,550.41
145.0,71.0,10.0,758.0,823.0,10.0,1,582.35
184.0,110.0,23.0,722.0,846.0,10.0,0,613.09
97.0,192.0,23.0,779.0,896.0,10.0,0,652.93
124.0,191.0,24.0,795.0,896.0,10.0,0,667.46
86.0,69.0,14.0,678.0,848.0,10.0,0,669.81
135.0,171.0,27.0,694.0,734.0,10.0,0,692.84
58.0,19.0,10.0,736.0,838.0,10.0,1,707.78
8.0,89.0,13.0,851.0,933.0,10.0,0,743.9
53.0,175.0,28.0,811.0,935.0,10.0,0,745.55
28.0,127.0,24.0,793.0,927.0,10.0,0,757.37
45.0,95.0,15.0,825.0,903.0,10.0,0,764.9
113.0,100.0,5.0,919.0,1043.0,10.0,1,794.85
100.0,144.0,17.0,999.0,1112.0,10.0,0,871.26
95.0,50.0,25.0,925.0,1093.0,10.0,0,897.81
150.0,26.0,16.0,1066.0,1245.0,10.0,0,906.71
46.0,40.0,15.0,1019.0,1119.0,10.0,0,919.11
168.0,146.0,19.0,1024.0,1121.0,10.0,0,964.99
83.0,180.0,15.0,1115.0,1135.0,10.0,0,1013.24
182.0,9.0,30.0,1153.0,1304.0,10.0,0,1083.03
85.0,193.0,25.0,1262.0,1340.0,10.0,0,1108.01
154.0,184.0,36.0,1251.0,1410.0,10.0,0,1110.79
1.0,54.0,14.0,1141.0,1278.0,10.0,0,1130.86
