x,y,demand,open,close,servicetime,drone_serve,time
100.0,100.0,0.0,0.0,3060.0,0.0,1,0.0
134.0,6.0,20.0,0.0,2951.0,10.0,0,0.0
63.0,58.0,20.0,0.0,2995.0,10.0,0,0.0
64.0,52.0,20.0,0.0,2990.0,10.0,0,0.0
139.0,7.0,20.0,0.0,2950.0,10.0,0,0.0
88.0,143.0,17.0,0.0,3006.0,10.0,0,0.0
68.0,115.0,20.0,0.0,3015.0,10.0,0,0.0
141.0,8.0,20.0,0.0,2950.0,10.0,0,0.0
60.0,153.0,11.0,0.0,2984.0,10.0,0,0.0
155.0,17.0,32.0,0.0,2951.0,10.0,0,0.0
7.0,152.0,10.0,0.0,2944.0,10.0,1,0.0
84.0,118.0,20.0,0.0,3026.0,10.0,0,0.0
5.0,162.0,26.0,0.0,2937.0,10.0,0,0.0
10.0,20.0,14.0,0.0,2930.0,10.0,0,0.0
22.0,133.0,10.0,0.0,2966.0,10.0,1,0.0
55.0,87.0,30.0,0.0,3004.0,10.0,0,0.0
69.0,150.0,17.0,0.0,2992.0,10.0,0,0.0
46.0,22.0,10.0,0.0,2956.0,10.0,1,0.0
54.0,30.0,10.0,0.0,2967.0,10.0,1,0.0
78.0,169.0,10.0,0.0,2978.0,10.0,1,0.0
151.0,66.0,11.0,0.0,2989.0,10.0,0,0.0
45.0,142.0,15.0,0.0,2981.0,10.0,0,0.0
178.0,123.0,30.0,0.0,2969.0,10.0,0,0.0
181.0,70.0,25.0,0.0,2964.0,10.0,0,0.0
159.0,196.0,6.0,0.0,2938.0,10.0,1,0.0
80.0,167.0,10.0,0.0,2981.0,10.0,1,0.0
87.0,191.0,10.0,0.0,2959.0,10.0,1,0.0
119.0,37.0,20.0,0.0,2985.0,10.0,0,0.0
143.0,179.0,24.0,0.0,2961.0,10.0,0,0.0
139.0,97.0,4.0,0.0,3011.0,10.0,1,0.0
113.0,100.0,5.0,0.0,3037.0,10.0,1,0.0
105.0,26.0,24.0,0.0,2976.0,10.0,0,0.0
28.0,77.0,12.0,0.0,2975.0,10.0,0,0.0
165.0,117.0,10.0,0.0,2983.0,10.0,1,0.0
104.0,88.0,25.0,0.0,3038.0,10.0,0,0.0
87.0,30.0,10.0,0.0,2979.0,10.0,1,0.0
86.0,69.0,14.0,0.0,3016.0,10.0,0,0.0
85.0,110.0,10.0,0.0,3032.0,10.0,1,0.0
18.0,89.0,10.0,0.0,2968.0,10.0,1,0.0
100.0,6.0,30.0,0.0,2956.0,10.0,0,0.0
140.0,11.0,10.0,0.0,2953.0,10.0,1,0.0
100.0,70.0,30.0,0.0,3020.0,10.0,0,0.0
66.0,58.0,20.0,0.0,2996.0,10.0,0,0.0
158.0,20.0,19.0,0.0,2952.0,10.0,0,0.0
11.0,151.0,20.0,0.0,2948.0,10.0,0,0.0
46.0,131.0,21.0,0.0,2988.0,10.0,0,0.0
26.0,147.0,20.0,0.0,2963.0,10.0,0,0.0
37.0,146.0,10.0,0.0,2972.0,10.0,1,0.0
181.0,89.0,10.0,0.0,2969.0,10.0,1,0.0
161.0,158.0,24.0,0.0,2966.0,10.0,0,0.0
41.0,186.0,27.0,0.0,2946.0,10.0,0,0.0
178.0,147.0,10.0,0.0,2959.0,10.0,1,0.0
148.0,157.0,21.0,0.0,2976.0,10.0,0,0.0
78.0,184.0,20.0,0.0,2964.0,10.0,0,0.0
165.0,181.0,22.0,0.0,2947.0,10.0,0,0.0
186.0,91.0,10.0,0.0,2964.0,10.0,1,0.0
154.0,59.0,17.0,273.0,393.0,10.0,0,138.91
78.0,119.0,30.0,286.0,406.0,10.0,0,146.85
52.0,38.0,30.0,254.0,374.0,10.0,0,225.34
83.0,188.0,30.0,299.0,419.0,10.0,0,250.96
187.0,92.0,20.0,435.0,555.0,10.0,0,267.05
35.0,160.0,16.0,335.0,455.0,10.0,0,275.35
83.0,118.0,20.0,347.0,467.0,10.0,0,275.86
185.0,124.0,10.0,427.0,547.0,10.0,1,290.7
197.0,140.0,10.0,452.0,572.0,10.0,1,301.03
60.0,51.0,20.0,332.0,452.0,10.0,0,315.34
41.0,182.0,30.0,344.0,464.0,10.0,0,333.36
10.0,153.0,20.0,483.0,603.0,10.0,0,336.11
103.0,66.0,20.0,339.0,459.0,10.0,0,337.34
12.0,154.0,10.0,532.0,652.0,10.0,1,359.1
199.0,115.0,20.0,461.0,581.0,10.0,0,367.14
197.0,113.0,20.0,513.0,633.0,10.0,0,373.48
187.0,142.0,10.0,465.0,585.0,10.0,1,376.75
55.0,24.0,10.0,492.0,612.0,10.0,1,442.32
93.0,13.0,30.0,580.0,700.0,10.0,0,445.24
188.0,125.0,10.0,480.0,600.0,10.0,1,458.37
189.0,95.0,10.0,537.0,657.0,10.0,1,484.15
68.0,50.0,10.0,545.0,665.0,10.0,1,498.52
23.0,137.0,20.0,630.0,750.0,10.0,0,505.81
180.0,147.0,10.0,580.0,700.0,10.0,1,519.94
38.0,190.0,10.0,547.0,667.0,10.0,1,544.13
82.0,194.0,10.0,705.0,825.0,10.0,1,562.28
13.0,81.0,30.0,591.0,711.0,10.0,0,565.11
16.0,84.0,20.0,692.0,812.0,10.0,0,623.29
26.0,138.0,10.0,753.0,873.0,10.0,1,626.35
151.0,132.0,6.0,658.0,778.0,10.0,1,656.33
79.0,193.0,30.0,758.0,878.0,10.0,0,663.11
114.0,122.0,10.0,852.0,972.0,10.0,1,692.24
20.0,72.0,21.0,1005.0,1125.0,10.0,0,962.38
24.0,131.0,31.0,1234.0,1354.0,10.0,0,1133.9
162.0,162.0,20.0,1371.0,1491.0,10.0,0,1342.16
23.0,176.0,20.0,1414.0,1534.0,10.0,0,1350.91
80.0,190.0,13.0,1776.0,1896.0,10.0,0,1604.73
89.0,176.0,13.0,1708.0,1828.0,10.0,0,1628.36
110.0,8.0,26.0,1912.0,2032.0,10.0,0,1812.0
144.0,92.0,23.0,2045.0,2165.0,10.0,0,1878.42
158.0,81.0,23.0,2038.0,2158.0,10.0,0,1887.4
111.0,189.0,3.0,2011.0,2131.0,10.0,1,1931.34
127.0,143.0,7.0,2165.0,2285.0,10.0,1,1996.55
131.0,136.0,18.0,2523.0,2643.0,10.0,0,2420.96
54.0,37.0,21.0,2584.0,2704.0,10.0,0,2570.01
