x,y,demand,open,close,servicetime,drone_serve,time
100.0,100.0,0.0,0.0,765.0,0.0,1,0.0
79.0,193.0,30.0,0.0,660.0,10.0,0,0.0
88.0,143.0,17.0,0.0,711.0,10.0,0,0.0
151.0,132.0,6.0,0.0,695.0,10.0,1,0.0
10.0,20.0,14.0,0.0,635.0,10.0,0,0.0
199.0,115.0,20.0,0.0,655.0,10.0,0,0.0
185.0,124.0,10.0,0.0,667.0,10.0,1,0.0
119.0,37.0,20.0,0.0,690.0,10.0,0,0.0
165.0,117.0,10.0,0.0,688.0,10.0,1,0.0
187.0,92.0,20.0,0.0,668.0,10.0,0,0.0
10.0,153.0,20.0,0.0,651.0,10.0,0,0.0
23.0,176.0,20.0,0.0,647.0,10.0,0,0.0
80.0,167.0,10.0,0.0,686.0,10.0,1,0.0
143.0,179.0,24.0,0.0,666.0,10.0,0,0.0
111.0,189.0,3.0,0.0,666.0,10.0,1,0.0
139.0,97.0,4.0,0.0,716.0,10.0,1,0.0
148.0,157.0,21.0,0.0,681.0,10.0,0,0.0
41.0,186.0,27.0,0.0,651.0,10.0,0,0.0
89.0,176.0,13.0,0.0,679.0,10.0,0,0.0
86.0,69.0,14.0,0.0,721.0,10.0,0,0.0
18.0,89.0,10.0,0.0,673.0,10.0,1,0.0
26.0,147.0,20.0,0.0,668.0,10.0,0,0.0
103.0,66.0,20.0,0.0,721.0,10.0,0,0.0
78.0,184.0,20.0,0.0,669.0,10.0,0,0.0
35.0,160.0,16.0,0.0,667.0,10.0,0,0.0
165.0,181.0,22.0,103.0,133.0,10.0,0,1.63
52.0,38.0,30.0,78.0,108.0,10.0,0,4.49
188.0,125.0,10.0,120.0,150.0,10.0,1,4.52
140.0,11.0,10.0,97.0,127.0,10.0,1,4.7
87.0,191.0,10.0,91.0,121.0,10.0,1,5.36
63.0,58.0,20.0,55.0,85.0,10.0,0,5.76
85.0,110.0,10.0,18.0,48.0,10.0,1,6.25
84.0,118.0,20.0,98.0,128.0,10.0,0,10.19
41.0,182.0,30.0,101.0,131.0,10.0,0,11.38
23.0,137.0,20.0,158.0,188.0,10.0,0,11.46
55.0,24.0,10.0,123.0,153.0,10.0,1,11.72
100.0,70.0,30.0,30.0,60.0,10.0,0,16.93
197.0,113.0,20.0,128.0,158.0,10.0,0,20.37
180.0,147.0,10.0,145.0,175.0,10.0,1,22.29
189.0,95.0,10.0,134.0,164.0,10.0,1,23.17
181.0,89.0,10.0,81.0,111.0,10.0,1,24.24
186.0,91.0,10.0,97.0,127.0,10.0,1,26.06
78.0,119.0,30.0,72.0,102.0,10.0,0,33.03
197.0,140.0,10.0,113.0,143.0,10.0,1,34.91
16.0,84.0,20.0,173.0,203.0,10.0,0,37.7
139.0,7.0,20.0,108.0,138.0,10.0,0,38.93
93.0,13.0,30.0,145.0,175.0,10.0,0,39.38
60.0,51.0,20.0,83.0,113.0,10.0,0,41.45
100.0,6.0,30.0,94.0,124.0,10.0,0,47.29
60.0,153.0,11.0,97.0,127.0,10.0,0,49.46
83.0,118.0,20.0,87.0,117.0,10.0,0,51.68
151.0,66.0,11.0,74.0,104.0,10.0,0,52.56
83.0,188.0,30.0,89.0,119.0,10.0,0,56.29
114.0,122.0,10.0,213.0,243.0,10.0,1,58.05
178.0,123.0,30.0,81.0,111.0,10.0,0,58.81
154.0,59.0,17.0,68.0,98.0,10.0,0,66.93
5.0,162.0,26.0,124.0,154.0,10.0,0,69.81
141.0,8.0,20.0,100.0,130.0,10.0,0,71.01
187.0,142.0,10.0,116.0,146.0,10.0,1,73.87
54.0,30.0,10.0,150.0,180.0,10.0,1,73.91
82.0,194.0,10.0,176.0,206.0,10.0,1,74.28
28.0,77.0,12.0,220.0,250.0,10.0,0,76.53
11.0,151.0,20.0,109.0,139.0,10.0,0,93.05
155.0,17.0,32.0,99.0,129.0,10.0,0,94.79
68.0,50.0,10.0,136.0,166.0,10.0,1,94.85
20.0,72.0,21.0,251.0,281.0,10.0,0,103.92
22.0,133.0,10.0,172.0,202.0,10.0,1,111.18
64.0,52.0,20.0,161.0,191.0,10.0,0,119.89
38.0,190.0,10.0,137.0,167.0,10.0,1,122.91
12.0,154.0,10.0,133.0,163.0,10.0,1,124.85
78.0,169.0,10.0,288.0,318.0,10.0,1,131.82
178.0,147.0,10.0,157.0,187.0,10.0,1,133.97
66.0,58.0,20.0,199.0,229.0,10.0,0,141.55
13.0,81.0,30.0,148.0,178.0,10.0,0,142.16
7.0,152.0,10.0,172.0,202.0,10.0,1,148.38
87.0,30.0,10.0,188.0,218.0,10.0,1,166.7
26.0,138.0,10.0,188.0,218.0,10.0,1,172.05
55.0,87.0,30.0,203.0,233.0,10.0,0,181.73
24.0,131.0,31.0,309.0,339.0,10.0,0,184.34
113.0,100.0,5.0,230.0,260.0,10.0,1,193.02
134.0,6.0,20.0,237.0,267.0,10.0,0,207.27
105.0,26.0,24.0,323.0,353.0,10.0,0,224.93
159.0,196.0,6.0,238.0,268.0,10.0,1,225.42
162.0,162.0,20.0,343.0,373.0,10.0,0,251.85
46.0,131.0,21.0,341.0,371.0,10.0,0,276.75
37.0,146.0,10.0,310.0,340.0,10.0,1,297.66
80.0,190.0,13.0,444.0,474.0,10.0,0,334.88
46.0,22.0,10.0,404.0,434.0,10.0,1,343.67
161.0,158.0,24.0,393.0,423.0,10.0,0,347.07
144.0,92.0,23.0,511.0,541.0,10.0,0,357.79
110.0,8.0,26.0,478.0,508.0,10.0,0,362.68
158.0,81.0,23.0,509.0,539.0,10.0,0,402.63
127.0,143.0,7.0,541.0,571.0,10.0,1,418.12
45.0,142.0,15.0,468.0,498.0,10.0,0,438.01
68.0,115.0,20.0,565.0,595.0,10.0,0,467.19
54.0,37.0,21.0,646.0,676.0,10.0,0,485.62
181.0,70.0,25.0,525.0,555.0,10.0,0,503.87
158.0,20.0,19.0,572.0,602.0,10.0,0,524.68
69.0,150.0,17.0,564.0,594.0,10.0,0,553.8
131.0,136.0,18.0,631.0,661.0,10.0,0,558.16
104.0,88.0,25.0,713.0,743.0,10.0,0,562.56
