x,y,demand,open,close,servicetime,drone_serve,time
70.0,70.0,0.0,0.0,2535.0,0.0,1,0.0
81.0,57.0,8.0,17.0,482.0,10.0,1,2.12
85.0,75.0,37.0,15.0,546.0,10.0,0,2.62
79.0,72.0,22.0,9.0,93.0,10.0,0,2.63
78.0,63.0,19.0,10.0,226.0,10.0,0,5.65
48.0,47.0,19.0,31.0,566.0,10.0,0,9.78
86.0,40.0,22.0,34.0,289.0,10.0,0,11.11
54.0,33.0,20.0,40.0,415.0,10.0,0,15.08
78.0,111.0,22.0,41.0,315.0,10.0,0,15.91
44.0,58.0,30.0,28.0,380.0,10.0,0,19.92
90.0,44.0,6.0,32.0,682.0,10.0,1,20.79
103.0,44.0,12.0,42.0,420.0,10.0,0,21.02
107.0,77.0,34.0,37.0,451.0,10.0,0,25.84
29.0,60.0,14.0,42.0,312.0,10.0,0,27.05
82.0,103.0,15.0,100.0,298.0,10.0,0,27.14
33.0,117.0,20.0,59.0,840.0,10.0,0,38.4
139.0,73.0,10.0,150.0,667.0,10.0,1,47.53
39.0,100.0,31.0,98.0,550.0,10.0,0,52.45
104.0,54.0,13.0,184.0,357.0,10.0,0,53.42
12.0,48.0,4.0,62.0,614.0,10.0,1,55.15
44.0,116.0,27.0,111.0,433.0,10.0,0,66.7
41.0,36.0,13.0,97.0,435.0,10.0,0,85.08
114.0,109.0,16.0,147.0,591.0,10.0,0,88.94
64.0,132.0,8.0,198.0,382.0,10.0,1,133.05
99.0,34.0,9.0,274.0,453.0,10.0,1,139.6
139.0,68.0,25.0,159.0,587.0,10.0,0,143.74
32.0,6.0,11.0,285.0,596.0,10.0,0,181.14
109.0,139.0,8.0,227.0,796.0,10.0,1,182.83
140.0,42.0,13.0,256.0,668.0,10.0,0,184.67
42.0,29.0,12.0,222.0,379.0,10.0,0,197.48
32.0,52.0,32.0,384.0,944.0,10.0,0,211.5
120.0,22.0,39.0,340.0,692.0,10.0,0,284.39
137.0,137.0,27.0,319.0,598.0,10.0,0,309.88
137.0,101.0,12.0,470.0,1005.0,10.0,0,321.39
104.0,32.0,18.0,462.0,736.0,10.0,0,362.17
132.0,133.0,24.0,414.0,824.0,10.0,0,385.72
113.0,32.0,36.0,431.0,841.0,10.0,0,403.57
121.0,124.0,21.0,550.0,769.0,10.0,0,436.99
105.0,2.0,1.0,597.0,1312.0,10.0,1,456.19
98.0,4.0,20.0,606.0,935.0,10.0,0,461.35
137.0,7.0,40.0,574.0,793.0,10.0,0,467.84
37.0,138.0,5.0,627.0,1170.0,10.0,1,478.38
102.0,52.0,15.0,567.0,824.0,10.0,0,509.69
34.0,20.0,15.0,641.0,683.0,10.0,0,533.08
107.0,102.0,12.0,632.0,1241.0,10.0,0,534.36
69.0,115.0,20.0,630.0,1213.0,10.0,0,554.5
73.0,96.0,9.0,659.0,790.0,10.0,1,565.96
104.0,73.0,17.0,759.0,1355.0,10.0,0,599.15
30.0,57.0,20.0,723.0,1239.0,10.0,0,604.79
63.0,129.0,7.0,762.0,1008.0,10.0,1,606.31
38.0,122.0,13.0,805.0,1187.0,10.0,0,630.15
22.0,104.0,11.0,791.0,1178.0,10.0,0,655.97
133.0,130.0,13.0,701.0,1198.0,10.0,0,664.14
121.0,123.0,9.0,769.0,1408.0,10.0,1,705.41
83.0,12.0,29.0,813.0,1148.0,10.0,0,792.78
109.0,131.0,16.0,913.0,1017.0,10.0,0,816.46
120.0,14.0,20.0,976.0,1213.0,10.0,0,859.0
89.0,24.0,15.0,989.0,1539.0,10.0,0,883.71
46.0,112.0,10.0,1025.0,1383.0,10.0,1,903.24
107.0,25.0,13.0,980.0,1330.0,10.0,0,906.2
54.0,106.0,9.0,1000.0,1475.0,10.0,1,916.15
106.0,10.0,13.0,1126.0,1384.0,10.0,0,949.44
103.0,119.0,18.0,1106.0,1686.0,10.0,0,954.38
18.0,104.0,18.0,1152.0,1661.0,10.0,0,1009.3
47.0,83.0,1.0,1085.0,1576.0,10.0,1,1022.37
37.0,125.0,10.0,1199.0,1668.0,10.0,1,1032.36
13.0,129.0,25.0,1180.0,1750.0,10.0,0,1033.88
103.0,77.0,17.0,1087.0,1358.0,10.0,0,1051.73
50.0,106.0,25.0,1230.0,1452.0,10.0,0,1058.59
59.0,115.0,26.0,1248.0,1382.0,10.0,0,1070.15
80.0,103.0,15.0,1141.0,1955.0,10.0,0,1092.17
36.0,54.0,15.0,1305.0,1790.0,10.0,0,1148.1
20.0,69.0,13.0,1317.0,1828.0,10.0,0,1176.27
16.0,92.0,10.0,1337.0,1653.0,10.0,1,1194.58
56.0,139.0,18.0,1227.0,1371.0,10.0,0,1207.42
69.0,116.0,26.0,1383.0,1492.0,10.0,0,1254.16
8.0,87.0,17.0,1424.0,1906.0,10.0,0,1254.85
86.0,80.0,21.0,1343.0,1772.0,10.0,0,1258.21
26.0,50.0,7.0,1442.0,1778.0,10.0,1,1270.05
84.0,88.0,16.0,1455.0,1514.0,10.0,0,1293.39
9.0,19.0,10.0,1360.0,1742.0,10.0,1,1301.34
10.0,86.0,14.0,1431.0,1974.0,10.0,0,1306.42
39.0,13.0,20.0,1378.0,1749.0,10.0,0,1354.51
17.0,138.0,8.0,1461.0,2120.0,10.0,1,1368.8
120.0,52.0,20.0,1465.0,1649.0,10.0,0,1418.73
83.0,38.0,22.0,1647.0,2285.0,10.0,0,1497.44
13.0,48.0,15.0,1554.0,1929.0,10.0,0,1498.02
