x,y,demand,open,close,servicetime,drone_serve,time
70.0,70.0,0.0,0.0,634.0,0.0,1,0.0
79.0,80.0,4.0,13.0,56.0,10.0,1,0.08
12.0,48.0,4.0,62.0,159.0,10.0,1,0.37
103.0,44.0,12.0,42.0,72.0,10.0,0,1.75
89.0,39.0,23.0,36.0,67.0,10.0,0,3.68
46.0,133.0,7.0,67.0,115.0,10.0,1,4.04
109.0,139.0,8.0,94.0,162.0,10.0,1,4.2
140.0,36.0,1.0,162.0,220.0,10.0,1,4.63
81.0,36.0,17.0,43.0,111.0,10.0,0,5.35
86.0,40.0,22.0,34.0,54.0,10.0,0,5.36
132.0,133.0,24.0,113.0,197.0,10.0,0,5.39
90.0,44.0,6.0,33.0,102.0,10.0,1,5.76
113.0,35.0,9.0,55.0,139.0,10.0,1,9.59
104.0,54.0,13.0,41.0,94.0,10.0,0,11.98
70.0,94.0,32.0,24.0,104.0,10.0,0,12.84
140.0,42.0,13.0,79.0,152.0,10.0,0,12.99
65.0,0.0,20.0,70.0,135.0,10.0,0,13.18
85.0,75.0,37.0,15.0,85.0,10.0,0,13.32
139.0,68.0,25.0,69.0,139.0,10.0,0,13.55
97.0,12.0,10.0,183.0,260.0,10.0,1,16.36
41.0,36.0,13.0,44.0,115.0,10.0,0,18.05
64.0,132.0,8.0,62.0,121.0,10.0,1,19.09
48.0,47.0,19.0,31.0,106.0,10.0,0,19.96
39.0,100.0,31.0,43.0,121.0,10.0,0,24.96
107.0,77.0,34.0,37.0,124.0,10.0,0,25.0
54.0,33.0,20.0,40.0,117.0,10.0,0,25.48
44.0,58.0,30.0,28.0,93.0,10.0,0,25.8
120.0,22.0,39.0,97.0,160.0,10.0,0,33.3
44.0,116.0,27.0,52.0,140.0,10.0,0,33.63
116.0,22.0,32.0,119.0,187.0,10.0,0,33.82
102.0,52.0,15.0,140.0,208.0,10.0,0,34.98
12.0,84.0,16.0,175.0,253.0,10.0,0,38.18
82.0,100.0,18.0,94.0,145.0,10.0,0,39.76
116.0,105.0,23.0,132.0,187.0,10.0,0,41.82
139.0,73.0,10.0,71.0,134.0,10.0,1,45.38
120.0,102.0,18.0,76.0,148.0,10.0,0,51.8
4.0,71.0,19.0,131.0,219.0,10.0,0,52.46
137.0,7.0,40.0,156.0,186.0,10.0,0,54.99
121.0,124.0,21.0,147.0,183.0,10.0,0,57.03
113.0,32.0,36.0,130.0,189.0,10.0,0,60.28
108.0,30.0,18.0,82.0,140.0,10.0,0,71.93
15.0,4.0,23.0,85.0,166.0,10.0,0,76.84
49.0,140.0,3.0,224.0,275.0,10.0,1,81.3
92.0,22.0,18.0,178.0,231.0,10.0,0,91.72
32.0,52.0,32.0,142.0,190.0,10.0,0,97.83
28.0,62.0,23.0,182.0,241.0,10.0,0,98.15
73.0,96.0,9.0,144.0,219.0,10.0,1,100.58
22.0,104.0,11.0,209.0,283.0,10.0,0,109.17
69.0,115.0,20.0,214.0,246.0,10.0,0,113.8
50.0,112.0,18.0,212.0,282.0,10.0,0,114.36
138.0,78.0,43.0,176.0,259.0,10.0,0,132.82
55.0,127.0,17.0,253.0,294.0,10.0,0,140.85
5.0,99.0,24.0,319.0,359.0,10.0,0,141.15
54.0,41.0,9.0,266.0,327.0,10.0,1,144.81
109.0,131.0,16.0,206.0,276.0,10.0,0,147.34
37.0,73.0,33.0,325.0,376.0,10.0,0,148.44
63.0,129.0,7.0,202.0,240.0,10.0,1,150.09
47.0,83.0,1.0,301.0,364.0,10.0,1,151.44
50.0,106.0,25.0,314.0,356.0,10.0,0,158.31
129.0,24.0,18.0,309.0,390.0,10.0,0,160.38
54.0,106.0,9.0,277.0,342.0,10.0,1,163.99
19.0,120.0,16.0,236.0,317.0,10.0,0,164.91
107.0,25.0,13.0,249.0,329.0,10.0,0,173.82
115.0,82.0,30.0,252.0,312.0,10.0,0,180.67
113.0,45.0,4.0,264.0,364.0,10.0,1,192.16
104.0,73.0,17.0,238.0,290.0,10.0,0,202.73
104.0,139.0,29.0,325.0,376.0,10.0,0,203.24
36.0,124.0,34.0,237.0,261.0,10.0,0,217.13
10.0,86.0,14.0,375.0,477.0,10.0,0,218.1
16.0,62.0,15.0,355.0,467.0,10.0,0,220.6
20.0,69.0,13.0,353.0,434.0,10.0,0,236.0
18.0,104.0,18.0,324.0,379.0,10.0,0,245.66
12.0,138.0,14.0,272.0,307.0,10.0,0,262.88
46.0,112.0,10.0,283.0,318.0,10.0,1,263.42
30.0,21.0,12.0,304.0,371.0,10.0,0,279.48
51.0,92.0,9.0,422.0,503.0,10.0,1,279.58
69.0,116.0,26.0,339.0,379.0,10.0,0,283.39
103.0,119.0,18.0,315.0,383.0,10.0,0,288.46
16.0,92.0,10.0,339.0,409.0,10.0,1,290.17
18.0,70.0,26.0,378.0,433.0,10.0,0,293.21
61.0,57.0,35.0,368.0,411.0,10.0,0,294.2
35.0,90.0,20.0,423.0,499.0,10.0,0,299.79
117.0,4.0,9.0,407.0,459.0,10.0,1,301.71
138.0,105.0,24.0,399.0,437.0,10.0,0,305.96
58.0,95.0,35.0,460.0,539.0,10.0,0,315.49
60.0,84.0,23.0,447.0,547.0,10.0,0,315.85
8.0,87.0,17.0,387.0,446.0,10.0,0,323.92
67.0,96.0,26.0,491.0,523.0,10.0,0,350.19
36.0,38.0,5.0,413.0,492.0,10.0,1,350.37
112.0,13.0,27.0,481.0,554.0,10.0,0,350.42
92.0,138.0,12.0,381.0,452.0,10.0,0,352.72
115.0,124.0,11.0,399.0,454.0,10.0,0,352.73
88.0,29.0,33.0,514.0,580.0,10.0,0,354.15
13.0,48.0,15.0,393.0,477.0,10.0,0,365.57
40.0,113.0,23.0,466.0,517.0,10.0,0,373.8
10.0,111.0,21.0,465.0,551.0,10.0,0,375.07
58.0,80.0,18.0,441.0,509.0,10.0,0,386.69
83.0,38.0,22.0,478.0,505.0,10.0,0,415.16
90.0,14.0,31.0,461.0,496.0,10.0,0,437.51
66.0,82.0,27.0,497.0,534.0,10.0,0,445.54
101.0,0.0,9.0,483.0,543.0,10.0,1,446.14
