x,y,demand,open,close,servicetime,drone_serve,time
70.0,70.0,0.0,0.0,634.0,0.0,1,0.0
99.0,26.0,40.0,55.0,115.0,10.0,0,0.04
85.0,75.0,37.0,15.0,75.0,10.0,0,0.36
79.0,72.0,22.0,9.0,69.0,10.0,0,2.69
66.0,40.0,20.0,30.0,90.0,10.0,0,2.7
2.0,28.0,10.0,79.0,139.0,10.0,1,2.96
137.0,137.0,27.0,94.0,154.0,10.0,0,3.27
86.0,102.0,10.0,35.0,95.0,10.0,1,5.32
82.0,100.0,18.0,89.0,149.0,10.0,0,5.93
109.0,139.0,8.0,98.0,158.0,10.0,1,5.96
44.0,36.0,9.0,42.0,102.0,10.0,1,5.99
87.0,108.0,20.0,43.0,103.0,10.0,0,6.1
125.0,68.0,20.0,177.0,237.0,10.0,0,6.57
90.0,44.0,6.0,37.0,97.0,10.0,1,7.9
63.0,57.0,10.0,14.0,74.0,10.0,1,8.05
61.0,54.0,10.0,25.0,85.0,10.0,1,8.11
70.0,94.0,32.0,24.0,84.0,10.0,0,8.88
127.0,108.0,10.0,120.0,180.0,10.0,1,9.84
121.0,112.0,20.0,66.0,126.0,10.0,0,10.88
139.0,110.0,19.0,176.0,236.0,10.0,0,14.06
119.0,114.0,20.0,65.0,125.0,10.0,0,18.09
90.0,101.0,10.0,140.0,200.0,10.0,1,18.49
84.0,99.0,20.0,32.0,92.0,10.0,0,19.43
85.0,106.0,20.0,39.0,99.0,10.0,0,21.38
97.0,29.0,30.0,49.0,109.0,10.0,0,22.54
44.0,116.0,27.0,52.0,112.0,10.0,0,23.23
87.0,39.0,20.0,35.0,95.0,10.0,0,24.25
84.0,36.0,10.0,87.0,147.0,10.0,1,24.78
57.0,53.0,10.0,79.0,139.0,10.0,1,26.68
63.0,50.0,10.0,40.0,100.0,10.0,1,27.2
137.0,101.0,12.0,154.0,214.0,10.0,0,28.04
137.0,96.0,9.0,71.0,131.0,10.0,1,28.52
28.0,99.0,10.0,51.0,111.0,10.0,1,29.27
16.0,38.0,20.0,77.0,137.0,10.0,0,30.23
99.0,28.0,30.0,67.0,127.0,10.0,0,30.45
21.0,48.0,10.0,53.0,113.0,10.0,1,34.54
109.0,71.0,20.0,39.0,99.0,10.0,0,34.69
116.0,22.0,32.0,123.0,183.0,10.0,0,37.65
94.0,104.0,10.0,113.0,173.0,10.0,1,37.82
61.0,48.0,20.0,53.0,113.0,10.0,0,38.79
112.0,67.0,10.0,68.0,128.0,10.0,1,40.31
122.0,113.0,20.0,70.0,130.0,10.0,0,40.55
6.0,25.0,10.0,115.0,175.0,10.0,1,41.07
91.0,108.0,10.0,57.0,117.0,10.0,1,41.5
19.0,39.0,10.0,123.0,183.0,10.0,1,41.55
113.0,69.0,20.0,55.0,115.0,10.0,0,42.46
96.0,26.0,10.0,51.0,111.0,10.0,1,44.1
118.0,108.0,10.0,160.0,220.0,10.0,1,44.77
19.0,37.0,20.0,111.0,171.0,10.0,0,45.38
4.0,28.0,10.0,129.0,189.0,10.0,1,45.53
16.0,39.0,20.0,66.0,126.0,10.0,0,52.27
4.0,23.0,10.0,102.0,162.0,10.0,1,55.61
17.0,37.0,30.0,88.0,148.0,10.0,0,57.65
86.0,36.0,20.0,64.0,124.0,10.0,0,60.84
119.0,136.0,30.0,89.0,149.0,10.0,0,63.6
127.0,112.0,20.0,106.0,166.0,10.0,0,72.01
102.0,60.0,30.0,120.0,180.0,10.0,0,72.81
34.0,108.0,10.0,106.0,166.0,10.0,1,73.08
126.0,112.0,10.0,95.0,155.0,10.0,1,73.33
126.0,23.0,13.0,248.0,308.0,10.0,0,75.17
113.0,32.0,36.0,129.0,189.0,10.0,0,75.95
105.0,2.0,1.0,209.0,269.0,10.0,1,77.37
111.0,66.0,20.0,79.0,139.0,10.0,0,78.07
120.0,136.0,10.0,100.0,160.0,10.0,1,80.65
35.0,102.0,10.0,157.0,217.0,10.0,1,81.28
140.0,42.0,13.0,86.0,146.0,10.0,0,85.29
54.0,41.0,9.0,266.0,326.0,10.0,1,88.8
109.0,78.0,21.0,223.0,283.0,10.0,0,94.74
83.0,12.0,29.0,215.0,275.0,10.0,0,100.0
103.0,119.0,18.0,319.0,379.0,10.0,0,165.31
36.0,124.0,34.0,219.0,279.0,10.0,0,167.26
37.0,125.0,10.0,328.0,388.0,10.0,1,168.22
97.0,12.0,10.0,191.0,251.0,10.0,1,176.33
50.0,106.0,25.0,305.0,365.0,10.0,0,185.61
80.0,103.0,15.0,357.0,417.0,10.0,0,193.5
135.0,65.0,3.0,324.0,384.0,10.0,1,212.54
50.0,112.0,18.0,217.0,277.0,10.0,0,214.15
10.0,86.0,14.0,396.0,456.0,10.0,0,219.15
36.0,54.0,15.0,357.0,417.0,10.0,0,220.47
18.0,104.0,18.0,322.0,382.0,10.0,0,222.09
84.0,88.0,16.0,341.0,401.0,10.0,0,224.03
121.0,123.0,9.0,242.0,302.0,10.0,1,225.65
107.0,25.0,13.0,259.0,319.0,10.0,0,228.58
110.0,99.0,21.0,288.0,348.0,10.0,0,241.99
16.0,92.0,10.0,344.0,404.0,10.0,1,244.55
15.0,9.0,2.0,395.0,455.0,10.0,1,248.68
117.0,92.0,25.0,268.0,328.0,10.0,0,261.31
8.0,87.0,17.0,386.0,446.0,10.0,0,274.9
30.0,21.0,12.0,307.0,367.0,10.0,0,293.76
35.0,90.0,20.0,431.0,491.0,10.0,0,297.51
18.0,70.0,26.0,376.0,436.0,10.0,0,303.88
39.0,13.0,20.0,361.0,421.0,10.0,0,324.84
20.0,69.0,13.0,363.0,423.0,10.0,0,324.98
61.0,34.0,7.0,458.0,518.0,10.0,1,325.36
58.0,95.0,35.0,470.0,530.0,10.0,0,358.5
16.0,62.0,15.0,381.0,441.0,10.0,0,361.48
66.0,82.0,27.0,486.0,546.0,10.0,0,390.02
101.0,0.0,9.0,483.0,543.0,10.0,1,390.24
10.0,111.0,21.0,478.0,538.0,10.0,0,408.97
60.0,84.0,23.0,467.0,527.0,10.0,0,450.26
88.0,29.0,33.0,520.0,580.0,10.0,0,450.45
