x,y,demand,open,close,servicetime,drone_serve,time
70.0,70.0,0.0,0.0,3598.0,0.0,1,0.0
23.0,22.0,20.0,154.0,721.0,90.0,0,1.57
76.0,65.0,40.0,7.0,551.0,90.0,0,1.76
47.0,36.0,20.0,41.0,380.0,90.0,0,21.43
45.0,68.0,30.0,25.0,1186.0,90.0,0,22.42
77.0,15.0,10.0,76.0,217.0,90.0,1,28.68
94.0,18.0,30.0,57.0,940.0,90.0,0,32.31
103.0,12.0,20.0,131.0,1171.0,90.0,0,39.68
16.0,90.0,20.0,57.0,1181.0,90.0,0,56.41
26.0,24.0,20.0,63.0,1274.0,90.0,0,56.46
60.0,66.0,30.0,93.0,512.0,90.0,0,57.82
63.0,103.0,20.0,155.0,274.0,90.0,0,60.92
17.0,25.0,10.0,106.0,963.0,90.0,1,78.63
49.0,70.0,20.0,204.0,988.0,90.0,0,92.6
60.0,111.0,10.0,109.0,904.0,90.0,1,100.4
54.0,102.0,20.0,182.0,445.0,90.0,0,121.84
104.0,82.0,30.0,361.0,1047.0,90.0,0,229.84
48.0,72.0,20.0,327.0,1048.0,90.0,0,255.12
15.0,23.0,30.0,339.0,914.0,90.0,0,258.93
67.0,123.0,20.0,427.0,1546.0,90.0,0,284.88
91.0,91.0,10.0,394.0,614.0,90.0,1,318.9
62.0,128.0,20.0,501.0,1085.0,90.0,0,323.0
66.0,131.0,10.0,414.0,1363.0,90.0,1,391.57
20.0,108.0,10.0,544.0,1094.0,90.0,1,439.74
98.0,75.0,10.0,495.0,1112.0,90.0,1,493.22
44.0,62.0,30.0,678.0,1716.0,90.0,0,511.69
14.0,107.0,20.0,691.0,1139.0,90.0,0,521.61
15.0,30.0,20.0,574.0,1436.0,90.0,0,522.04
44.0,82.0,20.0,541.0,1224.0,90.0,0,522.09
66.0,117.0,30.0,552.0,1612.0,90.0,0,533.97
100.0,5.0,20.0,708.0,788.0,90.0,0,572.47
12.0,33.0,10.0,766.0,1056.0,90.0,1,615.99
101.0,68.0,10.0,672.0,1322.0,90.0,1,644.07
21.0,28.0,40.0,762.0,1441.0,90.0,0,733.86
111.0,78.0,10.0,786.0,1417.0,90.0,1,772.74
116.0,10.0,20.0,849.0,1623.0,90.0,0,817.19
41.0,64.0,20.0,887.0,1320.0,90.0,0,830.32
112.0,3.0,10.0,958.0,1893.0,90.0,1,841.94
27.0,32.0,20.0,935.0,1642.0,90.0,0,844.78
11.0,100.0,20.0,921.0,1104.0,90.0,0,852.09
29.0,36.0,20.0,1055.0,2113.0,90.0,0,876.2
49.0,48.0,10.0,1058.0,1908.0,90.0,1,919.24
112.0,2.0,20.0,1089.0,1943.0,90.0,0,990.74
