x,y,demand,open,close,servicetime,drone_serve,time
70.0,70.0,0.0,0.0,2535.0,0.0,1,0.0
113.0,69.0,20.0,43.0,643.0,10.0,0,0.86
21.0,48.0,10.0,53.0,653.0,10.0,1,2.51
96.0,26.0,10.0,51.0,651.0,10.0,1,2.75
99.0,26.0,40.0,52.0,652.0,10.0,0,3.06
66.0,40.0,20.0,30.0,630.0,10.0,0,3.69
87.0,39.0,20.0,35.0,635.0,10.0,0,5.51
79.0,72.0,22.0,9.0,609.0,10.0,0,5.57
2.0,28.0,10.0,79.0,679.0,10.0,1,6.22
85.0,75.0,37.0,15.0,615.0,10.0,0,6.83
44.0,116.0,27.0,52.0,652.0,10.0,0,7.57
16.0,39.0,20.0,84.0,684.0,10.0,0,8.26
111.0,66.0,20.0,136.0,736.0,10.0,0,9.41
61.0,54.0,10.0,18.0,618.0,10.0,1,11.16
63.0,57.0,10.0,14.0,614.0,10.0,1,11.32
61.0,48.0,20.0,30.0,630.0,10.0,0,12.53
90.0,44.0,6.0,32.0,632.0,10.0,1,13.28
86.0,102.0,10.0,35.0,635.0,10.0,1,15.2
63.0,50.0,10.0,21.0,621.0,10.0,1,16.54
70.0,94.0,32.0,24.0,624.0,10.0,0,21.62
121.0,112.0,20.0,66.0,666.0,10.0,0,22.1
28.0,99.0,10.0,51.0,651.0,10.0,1,24.36
109.0,71.0,20.0,39.0,639.0,10.0,0,27.09
91.0,108.0,10.0,47.0,647.0,10.0,1,30.01
84.0,99.0,20.0,32.0,632.0,10.0,0,30.55
44.0,36.0,9.0,42.0,642.0,10.0,1,31.25
87.0,108.0,20.0,41.0,641.0,10.0,0,31.36
119.0,114.0,20.0,65.0,665.0,10.0,0,34.89
84.0,36.0,10.0,167.0,767.0,10.0,1,35.2
137.0,96.0,9.0,71.0,671.0,10.0,1,36.25
86.0,36.0,20.0,74.0,674.0,10.0,0,36.83
97.0,29.0,30.0,49.0,649.0,10.0,0,37.67
112.0,67.0,10.0,90.0,690.0,10.0,1,38.09
85.0,106.0,20.0,39.0,639.0,10.0,0,38.24
122.0,113.0,20.0,101.0,701.0,10.0,0,53.31
99.0,28.0,30.0,89.0,689.0,10.0,0,60.69
82.0,100.0,18.0,177.0,777.0,10.0,0,60.75
126.0,112.0,10.0,199.0,799.0,10.0,1,63.29
140.0,42.0,13.0,162.0,762.0,10.0,0,73.59
137.0,137.0,27.0,159.0,759.0,10.0,0,75.04
34.0,108.0,10.0,245.0,845.0,10.0,1,101.32
17.0,37.0,30.0,173.0,773.0,10.0,0,113.82
16.0,38.0,20.0,128.0,728.0,10.0,0,117.22
57.0,53.0,10.0,137.0,737.0,10.0,1,127.36
119.0,136.0,30.0,174.0,774.0,10.0,0,168.99
102.0,60.0,30.0,300.0,900.0,10.0,0,173.17
127.0,108.0,10.0,299.0,899.0,10.0,1,177.48
4.0,23.0,10.0,230.0,830.0,10.0,1,183.61
113.0,32.0,36.0,336.0,936.0,10.0,0,192.24
109.0,139.0,8.0,212.0,812.0,10.0,1,192.41
6.0,25.0,10.0,281.0,881.0,10.0,1,194.8
127.0,112.0,20.0,243.0,843.0,10.0,0,206.31
120.0,136.0,10.0,218.0,818.0,10.0,1,216.98
94.0,104.0,10.0,273.0,873.0,10.0,1,234.55
4.0,28.0,10.0,336.0,936.0,10.0,1,234.77
19.0,37.0,20.0,265.0,865.0,10.0,0,239.6
116.0,22.0,32.0,311.0,911.0,10.0,0,260.64
90.0,101.0,10.0,381.0,981.0,10.0,1,269.49
19.0,39.0,10.0,313.0,913.0,10.0,1,295.29
35.0,102.0,10.0,449.0,1049.0,10.0,1,345.6
139.0,110.0,19.0,526.0,1126.0,10.0,0,346.79
137.0,101.0,12.0,437.0,1037.0,10.0,0,354.07
125.0,68.0,20.0,528.0,1128.0,10.0,0,365.09
118.0,108.0,10.0,459.0,1059.0,10.0,1,419.8
97.0,12.0,10.0,585.0,1185.0,10.0,1,559.58
105.0,2.0,1.0,655.0,1255.0,10.0,1,610.09
109.0,78.0,21.0,711.0,1311.0,10.0,0,612.15
83.0,12.0,29.0,681.0,1281.0,10.0,0,626.21
36.0,124.0,34.0,695.0,1295.0,10.0,0,650.36
50.0,112.0,18.0,687.0,1287.0,10.0,0,653.67
126.0,23.0,13.0,814.0,1414.0,10.0,0,667.88
121.0,123.0,9.0,788.0,1388.0,10.0,1,727.69
107.0,25.0,13.0,855.0,1455.0,10.0,0,752.02
54.0,41.0,9.0,885.0,1485.0,10.0,1,755.44
117.0,92.0,25.0,892.0,1492.0,10.0,0,779.41
110.0,99.0,21.0,971.0,1571.0,10.0,0,874.73
103.0,119.0,18.0,1096.0,1696.0,10.0,0,996.17
50.0,106.0,25.0,1041.0,1641.0,10.0,0,1027.7
30.0,21.0,12.0,1050.0,1650.0,10.0,0,1042.52
18.0,104.0,18.0,1107.0,1707.0,10.0,0,1064.69
135.0,65.0,3.0,1115.0,1715.0,10.0,1,1065.15
37.0,125.0,10.0,1134.0,1734.0,10.0,1,1068.58
80.0,103.0,15.0,1248.0,1848.0,10.0,0,1125.66
84.0,88.0,16.0,1185.0,1785.0,10.0,0,1158.92
36.0,54.0,15.0,1248.0,1848.0,10.0,0,1160.21
16.0,62.0,15.0,1344.0,1944.0,10.0,0,1168.7
18.0,70.0,26.0,1324.0,1924.0,10.0,0,1179.55
16.0,92.0,10.0,1195.0,1795.0,10.0,1,1187.92
20.0,69.0,13.0,1272.0,1872.0,10.0,0,1225.75
39.0,13.0,20.0,1263.0,1863.0,10.0,0,1257.68
15.0,9.0,2.0,1401.0,2001.0,10.0,1,1287.32
8.0,87.0,17.0,1365.0,1965.0,10.0,0,1291.98
10.0,86.0,14.0,1402.0,2002.0,10.0,0,1370.16
35.0,90.0,20.0,1543.0,2143.0,10.0,0,1455.66
58.0,95.0,35.0,1700.0,2300.0,10.0,0,1591.09
10.0,111.0,21.0,1731.0,2331.0,10.0,0,1613.95
61.0,34.0,7.0,1650.0,2250.0,10.0,1,1625.1
60.0,84.0,23.0,1686.0,2286.0,10.0,0,1673.31
66.0,82.0,27.0,1764.0,2364.0,10.0,0,1708.2
101.0,0.0,9.0,1752.0,2352.0,10.0,1,1749.19
88.0,29.0,33.0,1881.0,2481.0,10.0,0,1788.78
