x,y,demand,open,close,servicetime,drone_serve,time
70.0,70.0,0.0,0.0,1351.0,0.0,1,0.0
93.0,75.0,30.0,23.0,481.0,90.0,0,4.63
25.0,26.0,20.0,62.0,444.0,90.0,0,6.09
101.0,96.0,10.0,40.0,488.0,90.0,1,6.3
89.0,73.0,10.0,19.0,474.0,90.0,1,6.36
104.0,106.0,20.0,187.0,637.0,90.0,0,10.6
84.0,99.0,20.0,32.0,579.0,90.0,0,12.64
62.0,58.0,20.0,14.0,467.0,90.0,0,13.01
8.0,138.0,30.0,92.0,600.0,90.0,0,13.4
25.0,80.0,20.0,180.0,640.0,90.0,0,14.17
85.0,106.0,20.0,39.0,467.0,90.0,0,14.37
97.0,28.0,20.0,49.0,564.0,90.0,0,15.7
99.0,28.0,30.0,132.0,703.0,90.0,0,16.22
43.0,135.0,10.0,70.0,690.0,90.0,1,17.22
109.0,71.0,20.0,39.0,606.0,90.0,0,17.58
10.0,137.0,30.0,89.0,743.0,90.0,0,18.76
26.0,105.0,40.0,56.0,587.0,90.0,0,20.97
74.0,93.0,20.0,23.0,512.0,90.0,0,21.06
112.0,71.0,20.0,42.0,685.0,90.0,0,22.54
74.0,99.0,20.0,29.0,503.0,90.0,0,24.9
115.0,134.0,30.0,78.0,585.0,90.0,0,25.34
109.0,131.0,20.0,72.0,596.0,90.0,0,27.4
103.0,69.0,30.0,33.0,502.0,90.0,0,28.34
102.0,104.0,20.0,46.0,512.0,90.0,0,30.26
21.0,115.0,10.0,75.0,607.0,90.0,1,31.92
24.0,26.0,20.0,63.0,506.0,90.0,0,32.83
95.0,35.0,10.0,43.0,429.0,90.0,1,32.88
87.0,39.0,20.0,35.0,439.0,90.0,0,33.55
21.0,48.0,10.0,53.0,630.0,90.0,1,36.81
121.0,112.0,20.0,66.0,591.0,90.0,0,43.89
1.0,24.0,10.0,94.0,624.0,90.0,1,44.91
1.0,34.0,20.0,77.0,384.0,90.0,0,45.76
28.0,99.0,10.0,51.0,492.0,90.0,1,49.49
113.0,71.0,10.0,123.0,503.0,90.0,1,52.63
119.0,136.0,30.0,158.0,560.0,90.0,0,55.26
8.0,124.0,10.0,82.0,651.0,90.0,1,55.92
17.0,43.0,10.0,59.0,595.0,90.0,1,58.08
43.0,140.0,10.0,222.0,658.0,90.0,1,59.09
98.0,70.0,10.0,148.0,830.0,90.0,1,61.44
129.0,9.0,10.0,84.0,572.0,90.0,1,66.88
2.0,28.0,10.0,79.0,644.0,90.0,1,67.55
135.0,0.0,10.0,95.0,649.0,90.0,1,74.31
113.0,69.0,20.0,149.0,662.0,90.0,0,76.08
135.0,3.0,20.0,93.0,726.0,90.0,0,82.88
63.0,50.0,10.0,115.0,664.0,90.0,1,87.97
4.0,125.0,30.0,117.0,599.0,90.0,0,105.38
17.0,37.0,30.0,199.0,838.0,90.0,0,106.78
86.0,36.0,20.0,175.0,652.0,90.0,0,111.4
6.0,135.0,40.0,119.0,618.0,90.0,0,114.32
112.0,67.0,10.0,178.0,818.0,90.0,1,132.12
61.0,48.0,20.0,237.0,729.0,90.0,0,146.59
59.0,52.0,20.0,332.0,822.0,90.0,0,156.7
21.0,25.0,20.0,175.0,683.0,90.0,0,157.78
98.0,31.0,20.0,306.0,715.0,90.0,0,159.88
80.0,97.0,10.0,352.0,622.0,90.0,1,182.6
134.0,31.0,20.0,337.0,737.0,90.0,0,193.32
92.0,107.0,30.0,283.0,714.0,90.0,0,195.66
1.0,109.0,10.0,392.0,904.0,90.0,1,221.7
86.0,37.0,10.0,313.0,696.0,90.0,1,244.62
78.0,92.0,30.0,393.0,771.0,90.0,0,248.55
94.0,70.0,20.0,351.0,815.0,90.0,0,252.77
10.0,134.0,10.0,432.0,874.0,90.0,1,264.45
18.0,38.0,30.0,367.0,853.0,90.0,0,267.17
32.0,106.0,10.0,380.0,878.0,90.0,1,278.19
127.0,112.0,20.0,408.0,823.0,90.0,0,278.44
137.0,3.0,20.0,286.0,818.0,90.0,0,284.98
36.0,135.0,10.0,389.0,877.0,90.0,1,285.18
34.0,104.0,10.0,385.0,1058.0,90.0,1,288.73
103.0,111.0,20.0,416.0,970.0,90.0,0,297.78
30.0,79.0,20.0,349.0,844.0,90.0,0,304.36
4.0,28.0,10.0,374.0,904.0,90.0,1,305.32
