x,y,demand,open,close,servicetime,drone_serve,time
70.0,70.0,0.0,0.0,634.0,0.0,1,0.0
139.0,110.0,19.0,131.0,281.0,10.0,0,0.57
113.0,69.0,20.0,43.0,193.0,10.0,0,0.86
21.0,48.0,10.0,53.0,203.0,10.0,1,2.51
96.0,26.0,10.0,51.0,201.0,10.0,1,2.75
111.0,66.0,20.0,41.0,191.0,10.0,0,2.84
99.0,26.0,40.0,52.0,202.0,10.0,0,3.06
66.0,40.0,20.0,30.0,180.0,10.0,0,3.69
87.0,39.0,20.0,35.0,185.0,10.0,0,5.51
79.0,72.0,22.0,9.0,159.0,10.0,0,5.57
16.0,39.0,20.0,62.0,212.0,10.0,0,6.09
2.0,28.0,10.0,79.0,229.0,10.0,1,6.22
85.0,75.0,37.0,15.0,165.0,10.0,0,6.83
44.0,116.0,27.0,52.0,202.0,10.0,0,7.57
84.0,36.0,10.0,42.0,192.0,10.0,1,8.85
61.0,48.0,20.0,23.0,173.0,10.0,0,9.61
61.0,54.0,10.0,18.0,168.0,10.0,1,11.16
63.0,57.0,10.0,14.0,164.0,10.0,1,11.32
34.0,108.0,10.0,61.0,211.0,10.0,1,12.31
125.0,68.0,20.0,132.0,282.0,10.0,0,12.53
90.0,44.0,6.0,32.0,182.0,10.0,1,13.28
82.0,100.0,18.0,44.0,194.0,10.0,0,15.1
86.0,102.0,10.0,35.0,185.0,10.0,1,15.2
63.0,50.0,10.0,21.0,171.0,10.0,1,16.54
113.0,32.0,36.0,84.0,234.0,10.0,0,16.91
126.0,112.0,10.0,70.0,220.0,10.0,1,17.22
112.0,67.0,10.0,42.0,192.0,10.0,1,17.77
86.0,36.0,20.0,37.0,187.0,10.0,0,18.42
70.0,94.0,32.0,24.0,174.0,10.0,0,21.62
121.0,112.0,20.0,66.0,216.0,10.0,0,22.1
102.0,60.0,30.0,75.0,225.0,10.0,0,22.15
28.0,99.0,10.0,51.0,201.0,10.0,1,24.36
127.0,108.0,10.0,75.0,225.0,10.0,1,24.37
109.0,71.0,20.0,39.0,189.0,10.0,0,27.09
91.0,108.0,10.0,43.0,193.0,10.0,1,27.46
84.0,99.0,20.0,32.0,182.0,10.0,0,30.55
