x,y,demand,open,close,servicetime,drone_serve,time
70.0,70.0,0.0,0.0,1351.0,0.0,1,0.0
89.0,73.0,10.0,19.0,121.0,90.0,1,3.13
97.0,28.0,20.0,89.0,192.0,90.0,0,8.16
74.0,93.0,20.0,23.0,203.0,90.0,0,9.03
109.0,131.0,20.0,72.0,107.0,90.0,0,9.51
115.0,134.0,30.0,148.0,190.0,90.0,0,12.13
84.0,99.0,20.0,32.0,126.0,90.0,0,12.18
103.0,69.0,30.0,33.0,291.0,90.0,0,13.49
95.0,35.0,10.0,115.0,333.0,90.0,1,16.32
93.0,75.0,30.0,38.0,378.0,90.0,0,22.37
109.0,71.0,20.0,83.0,175.0,90.0,0,23.86
2.0,28.0,10.0,79.0,299.0,90.0,1,27.66
112.0,71.0,20.0,102.0,343.0,90.0,0,28.39
1.0,34.0,20.0,77.0,319.0,90.0,0,29.47
85.0,106.0,20.0,165.0,274.0,90.0,0,30.88
10.0,137.0,30.0,110.0,256.0,90.0,0,31.33
87.0,39.0,20.0,35.0,331.0,90.0,0,32.42
62.0,58.0,20.0,106.0,297.0,90.0,0,35.8
102.0,104.0,20.0,56.0,402.0,90.0,0,36.68
101.0,96.0,10.0,56.0,206.0,90.0,1,38.8
28.0,99.0,10.0,51.0,226.0,90.0,1,40.75
74.0,99.0,20.0,47.0,371.0,90.0,0,43.17
24.0,26.0,20.0,127.0,363.0,90.0,0,45.36
21.0,48.0,10.0,53.0,274.0,90.0,1,47.15
129.0,9.0,10.0,84.0,223.0,90.0,1,57.06
25.0,26.0,20.0,81.0,226.0,90.0,0,64.15
135.0,3.0,20.0,260.0,290.0,90.0,0,90.94
8.0,138.0,30.0,191.0,360.0,90.0,0,91.4
8.0,124.0,10.0,200.0,328.0,90.0,1,101.8
26.0,105.0,40.0,118.0,177.0,90.0,0,113.62
21.0,115.0,10.0,211.0,471.0,90.0,1,124.19
43.0,135.0,10.0,176.0,332.0,90.0,1,135.85
86.0,36.0,20.0,299.0,528.0,90.0,0,139.22
17.0,43.0,10.0,232.0,251.0,90.0,1,139.24
113.0,71.0,10.0,169.0,458.0,90.0,1,140.44
43.0,140.0,10.0,333.0,547.0,90.0,1,159.68
99.0,28.0,30.0,327.0,508.0,90.0,0,163.21
25.0,80.0,20.0,338.0,483.0,90.0,0,164.74
113.0,69.0,20.0,297.0,514.0,90.0,0,189.3
121.0,112.0,20.0,209.0,288.0,90.0,0,192.65
6.0,135.0,40.0,296.0,442.0,90.0,0,196.55
63.0,50.0,10.0,304.0,475.0,90.0,1,204.09
135.0,0.0,10.0,339.0,397.0,90.0,1,209.36
1.0,24.0,10.0,303.0,416.0,90.0,1,226.31
4.0,125.0,30.0,348.0,369.0,90.0,0,234.64
119.0,136.0,30.0,317.0,400.0,90.0,0,247.97
21.0,25.0,20.0,368.0,490.0,90.0,0,248.8
80.0,97.0,10.0,438.0,536.0,90.0,1,258.14
98.0,70.0,10.0,408.0,570.0,90.0,1,266.42
104.0,106.0,20.0,326.0,499.0,90.0,0,284.95
61.0,48.0,20.0,298.0,667.0,90.0,0,289.11
92.0,107.0,30.0,433.0,563.0,90.0,0,299.51
98.0,31.0,20.0,486.0,534.0,90.0,0,313.17
4.0,28.0,10.0,442.0,836.0,90.0,1,315.82
127.0,112.0,20.0,510.0,722.0,90.0,0,332.8
137.0,3.0,20.0,382.0,722.0,90.0,0,347.17
86.0,37.0,10.0,475.0,535.0,90.0,1,353.4
112.0,67.0,10.0,444.0,552.0,90.0,1,362.14
32.0,106.0,10.0,519.0,740.0,90.0,1,366.37
78.0,92.0,30.0,446.0,719.0,90.0,0,373.88
