x,y,demand,open,close,servicetime,drone_serve,time,profit,type
70.0,70.0,0.0,0.0,634.0,0.0,1,0.0,0.9225662730157826,0.0
107.0,77.0,34.0,0.0,587.0,10.0,0,0.0,1.5736199536414623,0.0
69.85348392368182,48.371015950265594,40.02473714202732,0.0,550.0,10.0,0,0.0,12.740049371077898,1.0
70.56541053747513,132.42839040044493,11.888164152071862,0.0,590.0,10.0,0,0.0,7.30299606035295,1.0
116.0,22.0,32.0,0.0,558.0,10.0,0,0.0,3.6447318946469727,0.0
138.8390840850576,60.11961169568529,27.27500936184684,0.0,572.0,10.0,0,0.0,6.216470057334277,1.0
70.11679939014839,125.5253591800221,33.1519589906141,0.0,588.0,10.0,0,0.0,1.8208543040569132,1.0
132.0,133.0,24.0,0.0,536.0,10.0,0,0.0,4.1500586774208825,0.0
86.64947780718742,87.60178149001908,20.886920567258134,0.0,550.0,10.0,0,0.0,3.4410224653557666,1.0
94.49026350725964,33.722096370757825,32.506809861287145,0.0,565.0,10.0,0,0.0,6.599476361232952,1.0
101.0,0.0,9.0,0.0,548.0,10.0,1,0.0,3.293326080741373,0.0
115.0,82.0,30.0,0.0,578.0,10.0,0,0.0,1.7033241561788728,0.0
3.5424808710857554,7.0437836717553175,25.246985424589077,0.0,612.0,10.0,0,0.0,5.848489472317432,1.0
62.244241889138436,34.578372928496535,1.6778128588744279,0.0,566.0,10.0,1,0.0,6.855487759794625,1.0
20.893783249106228,87.44141872579347,12.828661544668517,0.0,566.0,10.0,0,0.0,9.91516202397546,1.0
101.67207807574843,1.1962652776125204,13.578830760710726,0.0,587.0,10.0,0,0.0,1.219118030461524,1.0
104.0,139.0,29.0,0.0,548.0,10.0,0,0.0,5.48832490603398,0.0
76.96917173639932,136.81541069850203,28.13105062989197,0.0,585.0,10.0,1,0.0,5.8456846442405075,1.0
140.0,42.0,13.0,0.0,549.0,10.0,0,0.0,6.743488881403001,0.0
101.74405863255625,34.03639597539192,15.781838681525187,0.0,591.0,10.0,1,0.0,2.438233716405131,1.0
19.44580473583535,105.44932136974431,37.46604142268342,0.0,565.0,10.0,0,0.0,2.4852988403081158,1.0
112.0,13.0,27.0,0.0,554.0,10.0,0,0.0,3.5184790696940627,0.0
73.0,96.0,9.0,0.0,598.0,10.0,1,0.0,3.3771126892634946,0.0
67.23725277311198,104.50454004288262,2.0936209867783178,0.0,598.0,10.0,0,0.0,9.425186120963359,1.0
5.0,99.0,24.0,0.0,553.0,10.0,0,0.0,11.131141044200927,0.0
97.0,12.0,10.0,0.0,561.0,10.0,1,0.0,6.252226858725237,0.0
120.81409018111745,41.653527988535245,29.02267493768936,0.0,566.0,10.0,0,0.0,4.082097218485238,1.0
8.0,87.0,17.0,0.0,560.0,10.0,0,0.0,3.0071338175856965,0.0
30.884031125078106,118.41405938424134,24.793036582753583,0.0,607.0,10.0,0,0.0,2.0910151472757574,1.0
81.0,36.0,17.0,0.0,589.0,10.0,0,0.0,2.2444254361440867,0.0
13.0,48.0,15.0,0.0,563.0,10.0,0,0.0,1.3799956904007273,0.0
133.93330656474132,86.89933702509977,30.343978726650487,0.0,591.0,10.0,0,0.0,10.675296905208972,1.0
30.0,21.0,12.0,0.0,561.0,10.0,0,0.0,6.000185954470984,0.0
113.30601477982204,61.60587385550313,26.093951341052115,0.0,543.0,10.0,1,0.0,3.1681505913940633,1.0
12.31675282465678,65.22450067271063,10.749733074776374,0.0,551.0,10.0,1,0.0,3.0779628093764617,1.0
35.33313841938518,131.85613451140136,25.274727657857028,0.0,609.0,10.0,0,0.0,2.128975570574426,1.0
36.0,124.0,34.0,0.0,561.0,10.0,0,0.0,1.0418733323526628,0.0
28.279717490341287,23.749846058915175,19.801073651888334,0.0,589.0,10.0,0,0.0,4.092437249619642,1.0
111.95807259351804,115.18364997798257,29.21835101021027,0.0,583.0,10.0,0,0.0,5.6151805604964125,1.0
34.0,72.0,21.0,0.0,588.0,10.0,0,0.0,2.689230235264848,0.0
77.3552145008245,20.835546041846783,16.033929183445515,0.0,587.0,10.0,1,0.0,2.2625620820557057,1.0
85.0,111.0,25.0,0.0,581.0,10.0,0,0.0,6.274346053988092,0.0
121.0,123.0,9.0,0.0,551.0,10.0,1,0.0,1.2042823521208046,0.0
22.732133509655448,116.05996203020841,13.282193874770885,0.0,556.0,10.0,0,0.0,10.506839519893498,1.0
139.0,72.0,23.0,0.0,555.0,10.0,0,0.0,1.2594709913177118,0.0
5.6575092338849675,10.832519090410637,11.31167872986516,0.0,556.0,10.0,0,0.0,6.466092199253847,1.0
116.0,13.0,5.0,0.0,551.0,10.0,1,0.0,4.611449987073266,0.0
29.0,94.0,1.0,0.0,577.0,10.0,1,0.0,7.174861159245813,0.0
83.91354388183281,37.66622963930342,28.96453637628426,0.0,577.0,10.0,0,0.0,4.1980468903793176,1.0
2.0,106.0,16.0,0.0,548.0,10.0,0,0.0,11.08054566335267,0.0
10.0,86.0,14.0,0.0,562.0,10.0,0,0.0,1.5710580603158988,0.0
69.0,115.0,20.0,0.0,579.0,10.0,0,0.0,1.2217867212651141,0.0
50.0321919537505,0.5353135816020416,24.84420676875481,0.0,595.0,10.0,1,0.0,16.916543076333348,1.0
50.0,106.0,25.0,0.0,583.0,10.0,0,0.0,4.568939359312406,0.0
105.39513957964412,21.480711445599493,20.122731588494727,0.0,590.0,10.0,0,0.0,4.898289489658687,1.0
70.12838315343117,122.64860934792648,2.7707567116500234,0.0,582.0,10.0,0,0.0,1.577685873852461,1.0
