x,y,demand,open,close,servicetime,drone_serve,time,profit,type
70.0,70.0,0.0,0.0,634.0,0.0,1,0.0,8.642996913197612,0.0
116.8714318497696,94.4270928260908,11.204012720171184,0.0,562.0,10.0,0,0.0,3.192770328167535,1.0
104.2697903939361,94.94053353996979,0.41292803809694245,0.0,570.0,10.0,0,0.0,8.307517123509705,1.0
3.234163118588522,55.129859326373804,3.712582543117362,0.0,566.0,10.0,1,0.0,14.78799845375378,1.0
85.0,106.0,20.0,0.0,585.0,10.0,0,0.0,3.0686086937838644,0.0
112.0,67.0,10.0,0.0,582.0,10.0,1,0.0,1.8095963987483619,0.0
97.0,29.0,30.0,0.0,575.0,10.0,0,0.0,2.9493016541493837,0.0
6.0,25.0,10.0,0.0,546.0,10.0,1,0.0,3.4675477609233316,0.0
64.93373141171783,135.41634065478127,38.80300663631201,0.0,564.0,10.0,0,0.0,13.196861845906618,1.0
137.0,96.0,9.0,0.0,553.0,10.0,1,0.0,4.991583272071811,0.0
4.0,23.0,10.0,0.0,543.0,10.0,1,0.0,3.5327245325887526,0.0
113.0,32.0,36.0,0.0,567.0,10.0,0,0.0,6.772156635458068,0.0
51.62031151584142,92.85061530905438,17.269942011535456,0.0,610.0,10.0,1,0.0,5.753680187506847,1.0
89.91891251465806,74.57453878468593,20.682067334739163,0.0,592.0,10.0,1,0.0,4.551913095879024,1.0
132.33980679495747,84.43061744975114,22.882790047837055,0.0,562.0,10.0,0,0.0,13.146582548838126,1.0
23.874303169374105,111.85545807550899,9.474649529191757,0.0,580.0,10.0,0,0.0,8.695010617326396,1.0
20.0,69.0,13.0,0.0,574.0,10.0,0,0.0,2.7743295986018692,0.0
63.0,50.0,10.0,0.0,603.0,10.0,1,0.0,3.850136485864843,0.0
122.0,113.0,20.0,0.0,557.0,10.0,0,0.0,0.9988482420812193,0.0
117.0,92.0,25.0,0.0,573.0,10.0,0,0.0,10.978991292738394,0.0
87.0,39.0,20.0,0.0,589.0,10.0,0,0.0,2.9710707499348894,0.0
140.0,42.0,13.0,0.0,549.0,10.0,0,0.0,20.766600791200357,0.0
129.44026156685703,72.24718104024679,16.01764997693472,0.0,562.0,10.0,0,0.0,7.567056956970211,1.0
