x,y,demand,open,close,servicetime,drone_serve,time,profit,type
70.0,70.0,0.0,0.0,1351.0,0.0,1,0.0,14.015620484507362,0.0
91.67184690400457,15.909648851545004,29.856349971468713,92.0,272.0,90.0,0,0.06,3.2426561497746564,1.0
121.0,112.0,20.0,159.0,339.0,90.0,0,1.06,1.8407115708466153,0.0
14.876895794363943,23.09124956531976,16.964812648592527,20.0,200.0,90.0,1,1.4,4.567167379334316,1.0
59.221542944857816,127.35935321318063,20.266144313463464,26.0,206.0,90.0,0,1.66,16.810172929426116,1.0
16.0,138.0,10.0,86.0,266.0,90.0,1,2.43,7.461459681802766,0.0
7.65307386322372,85.33956120762991,2.090180553106107,32.0,212.0,90.0,0,2.43,3.25554673661358,1.0
93.0,36.0,20.0,42.0,222.0,90.0,0,2.43,1.7031453367458282,0.0
89.0,73.0,10.0,19.0,199.0,90.0,1,3.17,1.5379696930891533,0.0
57.514210074497136,99.14409076882852,19.663609383081937,57.0,237.0,90.0,0,5.17,13.120907172093798,1.0
67.0,55.0,10.0,15.0,195.0,90.0,1,6.2,5.260359206962262,0.0
10.0,118.0,10.0,76.0,256.0,90.0,1,9.02,2.412988372061408,0.0
32.0,77.0,20.0,39.0,219.0,90.0,0,9.75,1.7488636554389552,0.0
0.09053883584870082,99.9335657397522,2.0048793690846267,174.0,354.0,90.0,1,10.25,11.545356328108987,1.0
103.0,69.0,30.0,33.0,213.0,90.0,0,10.3,6.566963000349333,0.0
104.81396130756595,102.7409568532795,14.775485721570574,66.0,246.0,90.0,0,11.6,1.0734021288674835,1.0
10.983076464334472,70.55723090857248,0.34039662784283387,38.0,218.0,90.0,1,12.57,14.90212236032049,1.0
24.597876793772222,109.29067096598018,7.391874132459653,49.0,229.0,90.0,0,13.45,3.667805743928792,1.0
96.0,26.0,10.0,142.0,322.0,90.0,1,14.59,2.284101684093437,0.0
74.61388065875235,80.86058998503185,11.134108803354174,65.0,245.0,90.0,1,16.25,14.171101724999954,1.0
102.10250074616347,5.751792455303423,20.24611274182643,25.0,205.0,90.0,1,16.81,5.431544008245832,1.0
89.55882928833134,18.819217138032705,14.111590623716243,36.0,216.0,90.0,1,18.78,2.4938205745280024,1.0
57.24098931831954,17.668093694283424,23.367639042362605,65.0,245.0,90.0,1,19.59,0.89303312328467,1.0
21.0,44.0,20.0,58.0,238.0,90.0,0,19.83,3.7204463535804844,0.0
74.0,93.0,20.0,23.0,203.0,90.0,0,21.36,3.561832079836138,0.0
75.55588302464653,128.07570179161897,26.48615923680687,39.0,219.0,90.0,0,22.73,9.822699305905738,1.0
87.0,39.0,20.0,35.0,215.0,90.0,0,23.3,3.31898063657704,0.0
35.0,76.0,10.0,35.0,215.0,90.0,1,24.4,3.3511772081693434,0.0
11.900605080727635,91.86469061990827,20.297449082396646,71.0,251.0,90.0,0,27.2,4.860544606555845,1.0
28.0,99.0,10.0,51.0,231.0,90.0,1,28.31,6.375650850156996,0.0
50.051807282666985,30.601068270947824,5.559935749061666,50.0,230.0,90.0,0,29.72,9.354524895182237,1.0
93.6499988842938,120.44336779687187,22.64936185742524,79.0,259.0,90.0,0,30.27,3.3945209813225437,1.0
28.0,33.0,20.0,55.0,235.0,90.0,0,32.2,2.9417822506900526,0.0
89.12773444724796,127.92290750098552,24.840578264386238,53.0,233.0,90.0,1,32.71,5.44359845648637,1.0
101.57234449330247,46.7432195219252,15.5484079524444,132.0,312.0,90.0,0,33.22,2.4846078082219827,1.0
101.0,96.0,10.0,41.0,221.0,90.0,1,33.76,2.8923892297864207,0.0
62.01158550090481,10.26008037757288,27.286073760809224,164.0,344.0,90.0,0,35.61,1.9885360396116403,1.0
13.080745504637235,121.55283668191169,25.41387054589194,130.0,310.0,90.0,0,37.68,3.656769191282001,1.0
117.74608104093605,83.12692875705578,4.431588741408721,70.0,250.0,90.0,0,42.25,3.929391860212578,1.0
28.0,74.0,20.0,134.0,314.0,90.0,0,42.49,3.2383988247622577,0.0
115.87394822912825,59.98481793189716,10.74496137975573,119.0,299.0,90.0,0,43.01,1.679315700973767,1.0
20.041104388716224,123.05148696819634,16.859373903267617,64.0,244.0,90.0,0,43.73,5.782928384917232,1.0
113.0,71.0,10.0,223.0,403.0,90.0,1,43.95,1.0647498009688485,0.0
129.4536573069866,1.1727254313817514,25.751889446457,84.0,264.0,90.0,1,47.57,5.7989468937256134,1.0
109.0,131.0,20.0,72.0,252.0,90.0,0,50.54,5.3243479930008455,0.0
1.0,34.0,20.0,77.0,257.0,90.0,0,52.75,5.346316321442165,0.0
135.0,3.0,20.0,185.0,365.0,90.0,0,53.84,1.6370066695639176,0.0
102.0,104.0,20.0,139.0,319.0,90.0,0,58.49,3.2053949938576944,0.0
24.877625720442484,70.49972714081736,9.933257587646978,70.0,250.0,90.0,0,64.86,2.5678884771439403,1.0
27.0,77.0,10.0,227.0,407.0,90.0,1,65.14,1.2609298525591672,0.0
